aircraft tail number,flight number,source airport,destination airport,departure time,arrival time,number of passengers
N00052,963,Detroit Metropolitan Airport,Washington Dulles International Airport,3886,4011,24
N00052,1004,Washington Dulles International Airport,Newark Liberty International Airport,4037,4135,27
N00052,1036,Newark Liberty International Airport,San Francisco International Airport,4171,4556,132
N00052,1140,San Francisco International Airport,Denver International Airport,4582,4779,28
N00052,1204,Denver International Airport,Los Angeles International Airport,4815,4998,72
N00052,1260,Los Angeles International Airport,Austin-Bergstrom International Airport,5024,5252,5
N00052,1335,Austin-Bergstrom International Airport,Los Angeles International Airport,5278,5504,60
N00052,1394,Los Angeles International Airport,Orlando International Airport,5540,5894,50
N00052,1502,Orlando International Airport,George Bush Intercontinental Airport,5920,6100,39
N00052,1563,George Bush Intercontinental Airport,Orlando International Airport,6136,6317,52
N00052,1623,Orlando International Airport,Philadelphia International Airport,6343,6526,33
N00052,1675,Philadelphia International Airport,Fort Lauderdale-Hollywood International Airport,6552,6749,52
N00052,1724,Fort Lauderdale-Hollywood International Airport,Philadelphia International Airport,6775,6973,52
N00052,1767,Philadelphia International Airport,San Diego International Airport,7009,7372,70
N00052,1842,San Diego International Airport,Salt Lake City International Airport,7398,7552,6
N00052,1883,Salt Lake City International Airport,San Francisco International Airport,7578,7728,12
N00052,1923,San Francisco International Airport,Newark Liberty International Airport,7764,8161,66
N00052,2000,Newark Liberty International Airport,Tampa International Airport,8187,8384,45
N00052,2036,Tampa International Airport,LaGuardia Airport,8420,8621,42
N00052,2071,LaGuardia Airport,Phoenix Sky Harbor International Airport,8647,8984,88
N00052,2130,Phoenix Sky Harbor International Airport,Hartsfield-Jackson Atlanta International Airport,9020,9299,40
N00052,2175,Hartsfield-Jackson Atlanta International Airport,Harry Reid International Airport,9325,9618,20
N00052,2214,Harry Reid International Airport,Minneapolis-Saint Paul International Airport,9654,9889,24
N00052,2246,Minneapolis-Saint Paul International Airport,Salt Lake City International Airport,9915,10111,12
N00052,2272,Salt Lake City International Airport,O'Hare International Airport,10137,null,24
N00053,53,Dallas/Fort Worth International Airport,Newark Liberty International Airport,86,332,160
N00053,109,Newark Liberty International Airport,Los Angeles International Airport,358,731,105
N00053,187,Los Angeles International Airport,Dallas/Fort Worth International Airport,767,996,160
N00053,246,Dallas/Fort Worth International Airport,Minneapolis-Saint Paul International Airport,1022,1205,95
N00053,295,Minneapolis-Saint Paul International Airport,Los Angeles International Airport,1231,1498,111
N00053,370,Los Angeles International Airport,O'Hare International Airport,1534,1832,160
N00053,448,O'Hare International Airport,Hartsfield-Jackson Atlanta International Airport,1858,2014,148
N00053,492,Hartsfield-Jackson Atlanta International Airport,Dallas/Fort Worth International Airport,2040,2210,9
N00053,544,Dallas/Fort Worth International Airport,LaGuardia Airport,2246,2494,140
N00053,612,LaGuardia Airport,Dallas/Fort Worth International Airport,2520,2765,105
N00053,685,Dallas/Fort Worth International Airport,John F. Kennedy International Airport,2801,3049,5
N00053,755,John F. Kennedy International Airport,O'Hare International Airport,3075,3244,91
N00053,805,O'Hare International Airport,Charlotte Douglas International Airport,3270,3423,54
N00053,855,Charlotte Douglas International Airport,Hartsfield-Jackson Atlanta International Airport,3449,3550,33
N00053,880,Hartsfield-Jackson Atlanta International Airport,Philadelphia International Airport,3576,3737,78
N00053,932,Philadelphia International Airport,George Bush Intercontinental Airport,3773,4008,120
N00053,1002,George Bush Intercontinental Airport,Philadelphia International Airport,4034,4272,104
N00053,1075,Philadelphia International Airport,Orlando International Airport,4298,4479,55
N00053,1121,Orlando International Airport,Dallas/Fort Worth International Airport,4515,4712,56
N00053,1182,Dallas/Fort Worth International Airport,John F. Kennedy International Airport,4738,4986,65
N00053,1255,John F. Kennedy International Airport,George Bush Intercontinental Airport,5012,5258,99
N00053,1337,George Bush Intercontinental Airport,Tampa International Airport,5294,5467,64
N00053,1388,Tampa International Airport,Nashville International Airport,5493,5645,16
N00053,1441,Nashville International Airport,Washington Dulles International Airport,5671,5815,12
N00053,1480,Washington Dulles International Airport,Charlotte Douglas International Airport,5841,5952,8
N00053,1516,Charlotte Douglas International Airport,Detroit Metropolitan Airport,5978,6116,24
N00053,1568,Detroit Metropolitan Airport,Logan International Airport,6142,6296,45
N00053,1616,Logan International Airport,Baltimore/Washington International Airport,6322,6445,14
N00053,1648,Baltimore/Washington International Airport,Detroit Metropolitan Airport,6481,6608,18
N00053,1688,Detroit Metropolitan Airport,Nashville International Airport,6634,6767,18
N00053,1730,Nashville International Airport,Newark Liberty International Airport,6793,6961,36
N00053,1764,Newark Liberty International Airport,Nashville International Airport,6987,7154,40
N00053,1799,Nashville International Airport,Orlando International Airport,7180,7333,16
N00053,1836,Orlando International Airport,LaGuardia Airport,7369,7562,36
N00053,1888,LaGuardia Airport,Minneapolis-Saint Paul International Airport,7588,7787,34
N00053,1933,Minneapolis-Saint Paul International Airport,John F. Kennedy International Airport,7813,8015,34
N00053,1975,John F. Kennedy International Airport,Nashville International Airport,8041,8211,40
N00053,2009,Nashville International Airport,Los Angeles International Airport,8247,8544,75
N00053,2063,Los Angeles International Airport,Salt Lake City International Airport,8570,8720,51
N00053,2088,Salt Lake City International Airport,Dallas/Fort Worth International Airport,8746,8946,12
N00053,2121,Dallas/Fort Worth International Airport,Baltimore/Washington International Airport,8982,9209,33
N00053,2162,Baltimore/Washington International Airport,Fort Lauderdale-Hollywood International Airport,9235,9424,16
N00053,2192,Fort Lauderdale-Hollywood International Airport,Baltimore/Washington International Airport,9450,9640,16
N00053,2218,Baltimore/Washington International Airport,Miami International Airport,9676,9867,16
N00053,2239,Miami International Airport,LaGuardia Airport,9893,10104,56
N00053,2271,LaGuardia Airport,Miami International Airport,10130,10339,28
N00053,2297,Miami International Airport,John F. Kennedy International Airport,10375,10585,42
N00053,2320,John F. Kennedy International Airport,Orlando International Airport,10611,10802,36
N00053,2340,Orlando International Airport,Austin-Bergstrom International Airport,10828,11024,16
N00053,2360,Austin-Bergstrom International Airport,Detroit Metropolitan Airport,11060,11277,21
N00053,2382,Detroit Metropolitan Airport,Phoenix Sky Harbor International Airport,11303,11585,56
N00053,2408,Phoenix Sky Harbor International Airport,Newark Liberty International Airport,11621,11964,44
N00053,2434,Newark Liberty International Airport,Phoenix Sky Harbor International Airport,12000,12336,66
N00053,2459,Phoenix Sky Harbor International Airport,LaGuardia Airport,12372,12717,44
N00053,2479,LaGuardia Airport,Seattle-Tacoma International Airport,12753,13121,72
N00053,2501,Seattle-Tacoma International Airport,Detroit Metropolitan Airport,13157,13475,48
N00053,2519,Detroit Metropolitan Airport,Miami International Airport,13501,13718,18
N00053,2530,Miami International Airport,Detroit Metropolitan Airport,13754,13969,18
N00053,2542,Detroit Metropolitan Airport,San Diego International Airport,13995,14310,50
N00053,2557,San Diego International Airport,Nashville International Airport,14346,14643,25
N00053,2570,Nashville International Airport,Phoenix Sky Harbor International Airport,14669,null,28
N00054,54,Denver International Airport,Hartsfield-Jackson Atlanta International Airport,86,313,60
N00054,103,Hartsfield-Jackson Atlanta International Airport,Detroit Metropolitan Airport,339,491,90
N00054,146,Detroit Metropolitan Airport,Denver International Airport,517,731,45
N00054,188,Denver International Airport,Baltimore/Washington International Airport,767,1034,20
N00054,260,Baltimore/Washington International Airport,Newark Liberty International Airport,1060,1146,45
N00054,281,Newark Liberty International Airport,Baltimore/Washington International Airport,1172,1258,50
N00054,309,Baltimore/Washington International Airport,LaGuardia Airport,1284,1372,45
N00054,333,LaGuardia Airport,Baltimore/Washington International Airport,1398,1486,50
N00054,365,Baltimore/Washington International Airport,John F. Kennedy International Airport,1512,1600,36
N00054,397,John F. Kennedy International Airport,Los Angeles International Airport,1636,2011,160
N00054,490,Los Angeles International Airport,Denver International Airport,2037,2221,148
N00054,547,Denver International Airport,Fort Lauderdale-Hollywood International Airport,2257,2550,24
N00054,628,Fort Lauderdale-Hollywood International Airport,Tampa International Airport,2576,2665,28
N00054,657,Tampa International Airport,Miami International Airport,2691,2788,28
N00054,690,Miami International Airport,Los Angeles International Airport,2824,3184,33
N00054,787,Los Angeles International Airport,Newark Liberty International Airport,3220,3603,160
N00054,895,Newark Liberty International Airport,Dallas/Fort Worth International Airport,3639,3882,105
N00054,970,Dallas/Fort Worth International Airport,Logan International Airport,3908,4184,93
N00054,1046,Logan International Airport,Los Angeles International Airport,4220,4611,74
N00054,1157,Los Angeles International Airport,LaGuardia Airport,4647,5032,160
N00054,1273,LaGuardia Airport,Ronald Reagan Washington National Airport,5058,5156,30
N00054,1302,Ronald Reagan Washington National Airport,Logan International Airport,5182,5309,21
N00054,1347,Logan International Airport,Newark Liberty International Airport,5335,5431,44
N00054,1379,Newark Liberty International Airport,Detroit Metropolitan Airport,5457,5594,40
N00054,1425,Detroit Metropolitan Airport,LaGuardia Airport,5630,5769,40
N00054,1466,LaGuardia Airport,Detroit Metropolitan Airport,5795,5933,40
N00054,1513,Detroit Metropolitan Airport,Ronald Reagan Washington National Airport,5959,6086,18
N00054,1560,Ronald Reagan Washington National Airport,Charlotte Douglas International Airport,6112,6224,12
N00054,1591,Charlotte Douglas International Airport,Los Angeles International Airport,6260,6595,99
N00054,1687,Los Angeles International Airport,Charlotte Douglas International Airport,6631,6973,144
N00054,1768,Charlotte Douglas International Airport,Tampa International Airport,6999,7138,18
N00054,1795,Tampa International Airport,Minneapolis-Saint Paul International Airport,7174,7408,40
N00054,1850,Minneapolis-Saint Paul International Airport,LaGuardia Airport,7434,7635,34
